fips,year,laborfc,employed,unemplvl,unemprate
20019,2016,1539,1459,80,5.2
20021,2016,10278,9822,456,4.4
20023,2016,1342,1305,37,2.8
20025,2016,1115,1084,31,2.8
20027,2016,4030,3866,164,4.1
20029,2016,4252,4077,175,4.1
20031,2016,4278,4013,265,6.2
20033,2016,970,940,30,3.1
20035,2016,16891,16143,748,4.4
20037,2016,18894,17984,910,4.8
20039,2016,1291,1240,51,4
20041,2016,9157,8752,405,4.4
20043,2016,4269,4104,165,3.9
20045,2016,65198,62893,2305,3.5
20047,2016,1652,1602,50,3
20049,2016,1187,1128,59,5
20051,2016,16994,16469,525,3.1
20053,2016,2831,2722,109,3.9
20055,2016,20129,19507,622,3.1
20057,2016,17865,17300,565,3.2
20059,2016,14210,13614,596,4.2
20061,2016,12044,11365,679,5.6
20063,2016,1449,1414,35,2.4
20065,2016,1223,1169,54,4.4
20067,2016,3769,3635,134,3.6
20069,2016,3406,3329,77,2.3
20071,2016,911,892,19,2.1
20073,2016,3319,3157,162,4.9
20075,2016,1641,1597,44,2.7
20077,2016,2878,2775,103,3.6
20079,2016,17186,16459,727,4.2
20081,2016,2302,2242,60,2.6
20083,2016,1028,1001,27,2.6
20085,2016,7251,7000,251,3.5
20087,2016,10205,9808,397,3.9
20089,2016,1329,1272,57,4.3
20091,2016,327981,317290,10691,3.3
20093,2016,2056,1991,65,3.2
20095,2016,3524,3369,155,4.4
20097,2016,1418,1379,39,2.8
20099,2016,10722,10143,579,5.4
20101,2016,810,785,25,3.1
20103,2016,35747,34206,1541,4.3
20105,2016,1735,1676,59,3.4
20107,2016,4338,4059,279,6.4
20109,2016,1721,1677,44,2.6
20111,2016,16802,16114,688,4.1
20113,2016,16321,15806,515,3.2
20115,2016,6114,5873,241,3.9
20117,2016,5556,5388,168,3
20119,2016,2374,2310,64,2.7
20121,2016,17003,16296,707,4.2
20123,2016,3692,3570,122,3.3
20125,2016,15982,15002,980,6.1
20127,2016,3047,2930,117,3.8
20129,2016,1342,1290,52,3.9
20131,2016,5890,5732,158,2.7
20133,2016,6050,5616,434,7.2
20135,2016,1421,1372,49,3.4
20137,2016,2869,2799,70,2.4
20139,2016,8049,7694,355,4.4
20141,2016,2057,1987,70,3.4
20143,2016,3159,3039,120,3.8
20145,2016,3206,3100,106,3.3
20147,2016,2854,2764,90,3.2
20149,2016,12138,11714,424,3.5
20151,2016,5098,4891,207,4.1
20153,2016,1543,1506,37,2.4
20155,2016,30104,28778,1326,4.4
20157,2016,2541,2471,70,2.8
20159,2016,5299,5088,211,4
20161,2016,34848,33666,1182,3.4
20163,2016,2666,2540,126,4.7
20165,2016,1730,1661,69,4
20167,2016,3570,3420,150,4.2
20169,2016,30078,28956,1122,3.7
20171,2016,2884,2813,71,2.5
20173,2016,247016,235528,11488,4.7
20175,2016,10220,9775,445,4.4
20177,2016,91580,87910,3670,4
20179,2016,1448,1413,35,2.4
20181,2016,2938,2841,97,3.3
20183,2016,2031,1966,65,3.2
20185,2016,2092,2015,77,3.7
20187,2016,1070,1040,30,2.8
20189,2016,2905,2790,115,4
20191,2016,10920,10457,463,4.2
20193,2016,4347,4228,119,2.7
20195,2016,1474,1415,59,4
20197,2016,3702,3570,132,3.6
20199,2016,859,836,23,2.7
20201,2016,3080,2979,101,3.3
20203,2016,1204,1176,28,2.3
20205,2016,4111,3864,247,6
20207,2016,1616,1523,93,5.8
20209,2016,76353,72109,4244,5.6
21001,2016,7085,6614,471,6.6
21003,2016,8850,8466,384,4.3
21005,2016,11455,10991,464,4.1
21007,2016,3643,3316,327,9
21009,2016,18854,17962,892,4.7
21011,2016,4759,4406,353,7.4
21013,2016,8659,7859,800,9.199999999999999
21015,2016,67249,64670,2579,3.8
21017,2016,9877,9404,473,4.8
21019,2016,18548,17036,1512,8.199999999999999
21021,2016,12310,11696,614,5
21023,2016,3831,3599,232,6.1
21025,2016,3747,3376,371,9.9
21027,2016,7737,7246,491,6.3
21029,2016,40517,38822,1695,4.2
21031,2016,5160,4877,283,5.5
21033,2016,5354,5061,293,5.5
21035,2016,18688,17837,851,4.6
21037,2016,48706,46831,1875,3.8
21039,2016,2564,2397,167,6.5
21041,2016,5182,4924,258,5
21043,2016,9943,8888,1055,10.6
21045,2016,6689,6363,326,4.9
21047,2016,24890,23351,1539,6.2
21049,2016,17018,16194,824,4.8
21051,2016,5454,4898,556,10.2
21053,2016,3750,3466,284,7.6
21055,2016,4022,3809,213,5.3
21057,2016,2890,2724,166,5.7
21059,2016,46674,44577,2097,4.5
21061,2016,4805,4505,300,6.2
21063,2016,2099,1856,243,11.6
21065,2016,5241,4930,311,5.9
21067,2016,171402,165244,6158,3.6
21069,2016,5945,5572,373,6.3
21071,2016,11459,10156,1303,11.4
21073,2016,24438,23436,1002,4.1
21075,2016,2067,1923,144,7
21077,2016,3903,3713,190,4.9
21079,2016,7524,7156,368,4.9
21081,2016,11347,10792,555,4.9
21083,2016,15306,14348,958,6.3
21085,2016,10728,10002,726,6.8
21087,2016,5000,4773,227,4.5
21089,2016,13891,12681,1210,8.699999999999999
21091,2016,4039,3821,218,5.4
21093,2016,47783,45627,2156,4.5
21095,2016,6747,5854,893,13.2
21097,2016,8492,8089,403,4.7
21099,2016,7901,7525,376,4.8
21101,2016,21600,20567,1033,4.8
21103,2016,7925,7597,328,4.1
21105,2016,1921,1805,116,6
21107,2016,19635,18506,1129,5.7
21109,2016,4168,3836,332,8
21111,2016,386617,369452,17165,4.4
21113,2016,25654,24644,1010,3.9
21115,2016,7015,6288,727,10.4
21117,2016,84703,81200,3503,4.1
21119,2016,4561,4030,531,11.6
21121,2016,9899,9103,796,8
21123,2016,5898,5624,274,4.6
21125,2016,23913,22421,1492,6.2
21127,2016,5045,4491,554,11
21129,2016,1899,1712,187,9.800000000000001
21131,2016,2792,2413,379,13.6
21133,2016,6429,5627,802,12.5
21135,2016,4745,4275,470,9.9
21137,2016,9149,8588,561,6.1
21139,2016,3687,3420,267,7.2
21141,2016,11731,11211,520,4.4
21143,2016,2960,2785,175,5.9
21145,2016,29002,27318,1684,5.8
21147,2016,4603,4229,374,8.1
21149,2016,4331,4121,210,4.8
21151,2016,45097,43198,1899,4.2
21153,2016,3148,2522,626,19.9
21155,2016,9400,8999,401,4.3
21157,2016,14910,14039,871,5.8
21159,2016,3085,2765,320,10.4
21161,2016,7138,6679,459,6.4
21163,2016,12088,11461,627,5.2
21165,2016,2393,2185,208,8.699999999999999
21167,2016,9888,9406,482,4.9
21169,2016,4119,3929,190,4.6
21171,2016,4600,4405,195,4.2
21173,2016,11854,11086,768,6.5
21175,2016,4486,4124,362,8.1
21177,2016,11363,10526,837,7.4
21179,2016,21698,20704,994,4.6
21181,2016,3219,3032,187,5.8
21183,2016,9524,8882,642,6.7
21185,2016,31913,30822,1091,3.4
21187,2016,5488,5250,238,4.3
21189,2016,1122,1011,111,9.9
21191,2016,6849,6518,331,4.8
21193,2016,8557,7624,933,10.9
21195,2016,20245,18029,2216,10.9
21197,2016,4959,4601,358,7.2
21199,2016,25382,23989,1393,5.5
21201,2016,805,755,50,6.2
21203,2016,6683,6272,411,6.1
21205,2016,10574,9942,632,6
21207,2016,6138,5619,519,8.5
21209,2016,27978,26908,1070,3.8
21211,2016,23797,22942,855,3.6
21213,2016,8389,8011,378,4.5
21215,2016,9651,9281,370,3.8
21217,2016,12215,11607,608,5
21219,2016,5302,5064,238,4.5
21221,2016,5818,5490,328,5.6
21223,2016,3868,3658,210,5.4
21225,2016,6164,5742,422,6.8
21227,2016,61962,59522,2440,3.9
21229,2016,6080,5817,263,4.3
21231,2016,7262,6700,562,7.7
21233,2016,5832,5479,353,6.1
21235,2016,13350,12463,887,6.6
21237,2016,1919,1723,196,10.2
21239,2016,14753,14276,477,3.2
22001,2016,24508,22697,1811,7.4
22003,2016,8899,8327,572,6.4
22005,2016,61982,58949,3033,4.9
22007,2016,9206,8433,773,8.4
22009,2016,15682,14574,1108,7.1
22011,2016,15063,14151,912,6.1
22013,2016,5664,5233,431,7.6
22015,2016,57579,54516,3063,5.3
22017,2016,107031,99951,7080,6.6
22019,2016,102869,97954,4915,4.8
22021,2016,3982,3678,304,7.6
22023,2016,3817,3650,167,4.4
22025,2016,3423,3105,318,9.300000000000001
22027,2016,5950,5553,397,6.7
22029,2016,7250,6651,599,8.300000000000001
22031,2016,10888,10088,800,7.3
22033,2016,232108,220144,11964,5.2
22035,2016,2139,1891,248,11.6
22037,2016,8102,7635,467,5.8
22039,2016,12670,11731,939,7.4
22041,2016,7279,6619,660,9.1
22043,2016,8325,7743,582,7
22045,2016,30110,27282,2828,9.4
22047,2016,14108,13141,967,6.9
22049,2016,7083,6688,395,5.6
22051,2016,216473,205046,11427,5.3
22053,2016,13574,12757,817,6
22055,2016,114343,107328,7015,6.1
22057,2016,43290,40569,2721,6.3
22059,2016,6270,5855,415,6.6
22061,2016,21462,20129,1333,6.2
22063,2016,68671,65194,3477,5.1
22065,2016,3835,3491,344,9
22067,2016,10621,9591,1030,9.699999999999999
22069,2016,16711,15587,1124,6.7
22071,2016,179955,169401,10554,5.9
22073,2016,71551,67199,4352,6.1
22075,2016,10184,9639,545,5.4
22077,2016,9960,9314,646,6.5
22079,2016,57272,53741,3531,6.2
22081,2016,3808,3579,229,6
22083,2016,8445,7818,627,7.4
22085,2016,9137,8505,632,6.9
22087,2016,19546,18357,1189,6.1
22089,2016,25319,23975,1344,5.3
22091,2016,4390,4054,336,7.7
22093,2016,9606,8888,718,7.5
22095,2016,20054,18683,1371,6.8
22097,2016,32807,30158,2649,8.1
22099,2016,22963,21183,1780,7.8
22101,2016,21939,19880,2059,9.4
22103,2016,117481,111641,5840,5
22105,2016,54158,50506,3652,6.7
22107,2016,1626,1467,159,9.800000000000001
22109,2016,48948,45538,3410,7
22111,2016,9242,8636,606,6.6
22113,2016,24701,22821,1880,7.6
22115,2016,16928,15702,1226,7.2
22117,2016,16943,15754,1189,7
22119,2016,15198,13902,1296,8.5
22121,2016,13239,12534,705,5.3
22123,2016,4104,3613,491,12
22125,2016,5328,5052,276,5.2
22127,2016,5185,4783,402,7.8
23001,2016,55245,53266,1979,3.6
23003,2016,31419,29714,1705,5.4
23005,2016,161698,156997,4701,2.9
23007,2016,14423,13779,644,4.5
23009,2016,29129,27817,1312,4.5
23011,2016,62194,59932,2262,3.6
23013,2016,20675,19948,727,3.5
23015,2016,16986,16358,628,3.7
23017,2016,26522,25297,1225,4.6
23019,2016,76854,73529,3325,4.3
23021,2016,7462,7092,370,5
23023,2016,19160,18592,568,3
23025,2016,23444,22128,1316,5.6
23027,2016,20827,19955,872,4.2
23029,2016,13985,13211,774,5.5
23031,2016,110962,107223,3739,3.4
24001,2016,32492,30460,2032,6.3
24003,2016,304143,292511,11632,3.8
24005,2016,446180,425357,20823,4.7
24009,2016,48896,46998,1898,3.9
24011,2016,17704,16855,849,4.8
24013,2016,93288,89884,3404,3.6
24015,2016,52752,49984,2768,5.2
24017,2016,84078,80496,3582,4.3
24019,2016,15926,14933,993,6.2
24021,2016,128923,123872,5051,3.9
24023,2016,15542,14657,885,5.7
24025,2016,136631,130843,5788,4.2
24027,2016,179621,173675,5946,3.3
24029,2016,10265,9764,501,4.9
24031,2016,546204,527278,18926,3.5
24033,2016,501485,479096,22389,4.5
24035,2016,26647,25601,1046,3.9
24037,2016,54902,52562,2340,4.3
24039,2016,9260,8586,674,7.3
24041,2016,19579,18755,824,4.2
24043,2016,75569,71680,3889,5.1
24045,2016,50562,47402,3160,6.2
24047,2016,25291,22935,2356,9.300000000000001
24510,2016,290265,271061,19204,6.6
25001,2016,111595,106122,5473,4.9
25003,2016,64353,61454,2899,4.5
25005,2016,290659,276376,14283,4.9
25007,2016,9349,8866,483,5.2
25009,2016,410540,394209,16331,4
25011,2016,39535,38150,1385,3.5
25013,2016,221992,210339,11653,5.2
25015,2016,88038,84846,3192,3.6
25017,2016,873687,846042,27645,3.2
25019,2016,7047,6734,313,4.4
25021,2016,372620,360049,12571,3.4
25023,2016,270868,259853,11015,4.1
25025,2016,427223,412113,15110,3.5
25027,2016,430028,412400,17628,4.1
26001,2016,3827,3534,293,7.7
26003,2016,3263,2994,269,8.199999999999999
26005,2016,61265,58880,2385,3.9
26007,2016,13646,12834,812,6
26009,2016,10065,9354,711,7.1
26011,2016,6119,5612,507,8.300000000000001
26013,2016,3219,2954,265,8.199999999999999
26015,2016,30738,29508,1230,4
26017,2016,51874,49042,2832,5.5
26019,2016,8835,8254,581,6.6
26021,2016,73776,70115,3661,5
26023,2016,19097,18177,920,4.8
26025,2016,64390,61295,3095,4.8
26027,2016,24334,23194,1140,4.7
26029,2016,13053,12330,723,5.5
26031,2016,10813,9795,1018,9.4
26033,2016,16383,15126,1257,7.7
26035,2016,11951,11077,874,7.3
26037,2016,40488,38993,1495,3.7
26039,2016,5365,4959,406,7.6
26041,2016,17114,15992,1122,6.6
26043,2016,12501,11852,649,5.2
26045,2016,56875,54530,2345,4.1
26047,2016,17592,16446,1146,6.5
26049,2016,182491,172185,10306,5.6
26051,2016,9883,9193,690,7
26053,2016,6333,5945,388,6.1
26055,2016,49365,47247,2118,4.3
26057,2016,18162,17222,940,5.2
26059,2016,21169,20098,1071,5.1
26061,2016,16559,15545,1014,6.1
26063,2016,15992,15165,827,5.2
26065,2016,148872,142487,6385,4.3
26067,2016,29646,28395,1251,4.2
26069,2016,10106,9370,736,7.3
26071,2016,5216,4878,338,6.5
26073,2016,35341,33681,1660,4.7
26075,2016,74383,70781,3602,4.8
26077,2016,131966,126621,5345,4.1
26079,2016,7717,7163,554,7.2
26081,2016,350238,337914,12324,3.5
26083,2016,941,860,81,8.6
26085,2016,3751,3470,281,7.5
26087,2016,40758,38137,2621,6.4
26089,2016,10571,10057,514,4.9
26091,2016,47334,45161,2173,4.6
26093,2016,100123,96031,4092,4.1
26095,2016,2401,2239,162,6.7
26097,2016,5188,4675,513,9.9
26099,2016,436316,413581,22735,5.2
26101,2016,10530,9840,690,6.6
26103,2016,33309,31408,1901,5.7
26105,2016,14271,13440,831,5.8
26107,2016,19098,18024,1074,5.6
26109,2016,11247,10666,581,5.2
26111,2016,41012,39079,1933,4.7
26113,2016,7023,6605,418,6
26115,2016,76387,73088,3299,4.3
26117,2016,27911,26432,1479,5.3
26119,2016,3059,2748,311,10.2
26121,2016,77421,73194,4227,5.5
26123,2016,23322,22181,1141,4.9
26125,2016,653664,626554,27110,4.1
26127,2016,12318,11415,903,7.3
26129,2016,8234,7592,642,7.8
26131,2016,2202,2014,188,8.5
26133,2016,10429,9834,595,5.7
26135,2016,2906,2693,213,7.3
26137,2016,11684,10988,696,6
26139,2016,155338,150104,5234,3.4
26141,2016,5286,4780,506,9.6
26143,2016,7866,7200,666,8.5
26145,2016,88569,83845,4724,5.3
26147,2016,74762,70209,4553,6.1
26149,2016,29114,27913,1201,4.1
26151,2016,19407,18199,1208,6.2
26153,2016,3388,3079,309,9.1
26155,2016,33477,31714,1763,5.3
26157,2016,24217,22694,1523,6.3
26159,2016,35454,33415,2039,5.8
26161,2016,191443,184440,7003,3.7
26163,2016,780565,731656,48909,6.3
26165,2016,14694,13832,862,5.9
27001,2016,7052,6558,494,7
27003,2016,192557,185393,7164,3.7
27005,2016,18621,17771,850,4.6
27007,2016,23757,22519,1238,5.2
27009,2016,21850,20888,962,4.4
27011,2016,2713,2583,130,4.8
27013,2016,39754,38480,1274,3.2
27015,2016,14570,13960,610,4.2
27017,2016,17800,16859,941,5.3
27019,2016,56518,54657,1861,3.3
27021,2016,14203,13237,966,6.8
27023,2016,6989,6675,314,4.5
27025,2016,29245,27983,1262,4.3
27027,2016,35734,34508,1226,3.4
27029,2016,4731,4278,453,9.6
27031,2016,3104,2964,140,4.5
27033,2016,5551,5154,397,7.2
27035,2016,31944,30322,1622,5.1
27037,2016,235892,227902,7990,3.4
27039,2016,11596,11166,430,3.7
27041,2016,20299,19593,706,3.5
27043,2016,7346,7024,322,4.4
27045,2016,11537,11073,464,4
27047,2016,16340,15717,623,3.8
27049,2016,26938,25938,1000,3.7
27051,2016,3298,3144,154,4.7
27053,2016,687887,664996,22891,3.3
27055,2016,10636,10221,415,3.9
27057,2016,9827,9191,636,6.5
27059,2016,20744,19778,966,4.7
27061,2016,22098,20214,1884,8.5
27063,2016,6119,5843,276,4.5
27065,2016,9021,8436,585,6.5
27067,2016,24271,23351,920,3.8
27069,2016,2412,2302,110,4.6
27071,2016,6183,5659,524,8.5
27073,2016,3631,3476,155,4.3
27075,2016,5435,5090,345,6.3
27077,2016,2391,2276,115,4.8
27079,2016,15611,14850,761,4.9
27081,2016,3395,3271,124,3.7
27083,2016,15238,14697,541,3.6
27085,2016,19843,18969,874,4.4
27087,2016,2397,2259,138,5.8
27089,2016,5636,5225,411,7.3
27091,2016,10497,10066,431,4.1
27093,2016,13306,12710,596,4.5
27095,2016,12765,12006,759,5.9
27097,2016,17925,16922,1003,5.6
27099,2016,20589,19938,651,3.2
27101,2016,4973,4738,235,4.7
27103,2016,20424,19847,577,2.8
27105,2016,11495,11062,433,3.8
27107,2016,3454,3289,165,4.8
27109,2016,85507,82964,2543,3
27111,2016,31400,30036,1364,4.3
27113,2016,9074,8553,521,5.7
27115,2016,14887,14020,867,5.8
27117,2016,4918,4731,187,3.8
27119,2016,17205,16459,746,4.3
27121,2016,6324,6100,224,3.5
27123,2016,283359,273167,10192,3.6
27125,2016,2297,2129,168,7.3
27127,2016,8349,8007,342,4.1
27129,2016,8444,8001,443,5.2
27131,2016,36228,34960,1268,3.5
27133,2016,5930,5793,137,2.3
27135,2016,8276,7854,422,5.1
27137,2016,102962,97080,5882,5.7
27139,2016,80987,78387,2600,3.2
27141,2016,50867,48801,2066,4.1
27143,2016,8522,8158,364,4.3
27145,2016,89247,85890,3357,3.8
27147,2016,21262,20505,757,3.6
27149,2016,5671,5501,170,3
27151,2016,5064,4792,272,5.4
27153,2016,12951,12342,609,4.7
27155,2016,1713,1646,67,3.9
27157,2016,12055,11611,444,3.7
27159,2016,6270,5899,371,5.9
27161,2016,9499,9092,407,4.3
27163,2016,139295,134651,4644,3.3
27165,2016,6600,6279,321,4.9
27167,2016,3733,3612,121,3.2
27169,2016,29365,28327,1038,3.5
27171,2016,73353,70529,2824,3.8
27173,2016,5497,5287,210,3.8
28001,2016,11258,10331,927,8.199999999999999
28003,2016,15831,15012,819,5.2
28005,2016,4512,4182,330,7.3
28007,2016,7018,6550,468,6.7
28009,2016,3050,2846,204,6.7
28011,2016,13411,12444,967,7.2
28013,2016,6189,5859,330,5.3
28015,2016,3566,3308,258,7.2
28017,2016,7097,6633,464,6.5
28019,2016,3729,3519,210,5.6
28021,2016,3093,2743,350,11.3
28023,2016,6080,5670,410,6.7
28025,2016,8024,7375,649,8.1
28027,2016,9222,8424,798,8.699999999999999
28029,2016,11286,10553,733,6.5
28031,2016,8161,7719,442,5.4
28033,2016,87344,83679,3665,4.2
28035,2016,33404,31501,1903,5.7
28037,2016,2855,2651,204,7.1
28039,2016,8818,8168,650,7.4
28041,2016,4289,3978,311,7.3
28043,2016,9615,9125,490,5.1
28045,2016,18885,17740,1145,6.1
28047,2016,86791,82022,4769,5.5
28049,2016,110065,104105,5960,5.4
28051,2016,5981,5326,655,11
28053,2016,2375,2105,270,11.4
28055,2016,401,345,56,14
28057,2016,10409,9884,525,5
28059,2016,59142,55271,3871,6.5
28061,2016,6196,5723,473,7.6
28063,2016,2228,1897,331,14.9
28065,2016,4183,3840,343,8.199999999999999
28067,2016,25811,24239,1572,6.1
28069,2016,3556,3247,309,8.699999999999999
28071,2016,26008,24746,1262,4.9
28073,2016,29627,28288,1339,4.5
28075,2016,31802,29942,1860,5.8
28077,2016,4679,4347,332,7.1
28079,2016,7759,7291,468,6
28081,2016,40839,38861,1978,4.8
28083,2016,10340,9406,934,9
28085,2016,14433,13616,817,5.7
28087,2016,25535,23975,1560,6.1
28089,2016,53406,51114,2292,4.3
28091,2016,10271,9601,670,6.5
28093,2016,14566,13692,874,6
28095,2016,15648,14666,982,6.3
28097,2016,4240,3970,270,6.4
28099,2016,10708,10095,613,5.7
28101,2016,8647,8140,507,5.9
28103,2016,3967,3640,327,8.199999999999999
28105,2016,23069,21823,1246,5.4
28107,2016,13192,12226,966,7.3
28109,2016,23234,21853,1381,5.9
28111,2016,4360,4050,310,7.1
28113,2016,14681,13689,992,6.8
28115,2016,14446,13766,680,4.7
28117,2016,11069,10468,601,5.4
28119,2016,2618,2364,254,9.699999999999999
28121,2016,74995,72044,2951,3.9
28123,2016,13271,12665,606,4.6
28125,2016,1715,1565,150,8.699999999999999
28127,2016,10939,10347,592,5.4
28129,2016,6742,6389,353,5.2
28131,2016,6497,6062,435,6.7
28133,2016,8344,7572,772,9.300000000000001
28135,2016,5740,5352,388,6.8
28137,2016,12089,11385,704,5.8
28139,2016,9403,8883,520,5.5
28141,2016,8261,7810,451,5.5
28143,2016,4611,4285,326,7.1
28145,2016,13668,13067,601,4.4
28147,2016,5039,4652,387,7.7
28149,2016,20820,19508,1312,6.3
28151,2016,17768,16177,1591,9
28153,2016,7540,6991,549,7.3
28155,2016,3907,3665,242,6.2
28157,2016,2836,2549,287,10.1
28159,2016,7110,6608,502,7.1
28161,2016,4889,4584,305,6.2
28163,2016,9252,8572,680,7.3
29001,2016,10388,9798,590,5.7
29003,2016,10048,9674,374,3.7
29005,2016,2846,2716,130,4.6
29007,2016,11151,10677,474,4.3
29009,2016,15217,14533,684,4.5
29011,2016,5328,5049,279,5.2
29013,2016,8169,7732,437,5.3
29015,2016,7268,6828,440,6.1
29017,2016,5469,5182,287,5.2
29019,2016,98313,95073,3240,3.3
29021,2016,46769,44857,1912,4.1
29023,2016,18826,17748,1078,5.7
29025,2016,4481,4270,211,4.7
29027,2016,21860,20962,898,4.1
29029,2016,18751,17664,1087,5.8
29031,2016,40824,39053,1771,4.3
29033,2016,4776,4519,257,5.4
29035,2016,2547,2366,181,7.1
29037,2016,54599,52331,2268,4.2
29039,2016,5806,5516,290,5
29041,2016,3862,3694,168,4.4
29043,2016,43426,41721,1705,3.9
29045,2016,3375,3127,248,7.3
29047,2016,134218,128981,5237,3.9
29049,2016,11029,10563,466,4.2
29051,2016,39488,38081,1407,3.6
29053,2016,7494,7125,369,4.9
29055,2016,10846,10266,580,5.3
29057,2016,3591,3431,160,4.5
29059,2016,6967,6584,383,5.5
29061,2016,4122,3963,159,3.9
29063,2016,5092,4869,223,4.4
29065,2016,6213,5878,335,5.4
29067,2016,5089,4780,309,6.1
29069,2016,12857,11798,1059,8.199999999999999
29071,2016,52756,50453,2303,4.4
29073,2016,7712,7380,332,4.3
29075,2016,3594,3460,134,3.7
29077,2016,148822,143173,5649,3.8
29079,2016,4910,4686,224,4.6
29081,2016,3979,3811,168,4.2
29083,2016,9907,9412,495,5
29085,2016,3701,3493,208,5.6
29087,2016,2689,2602,87,3.2
29089,2016,5038,4815,223,4.4
29091,2016,16143,15118,1025,6.3
29093,2016,3721,3454,267,7.2
29095,2016,364782,346091,18691,5.1
29097,2016,57829,55422,2407,4.2
29099,2016,117823,112753,5070,4.3
29101,2016,23221,22081,1140,4.9
29103,2016,1987,1915,72,3.6
29105,2016,16186,15303,883,5.5
29107,2016,17219,16476,743,4.3
29109,2016,17815,17036,779,4.4
29111,2016,5146,4913,233,4.5
29113,2016,27271,26047,1224,4.5
29115,2016,5282,4927,355,6.7
29117,2016,7362,7074,288,3.9
29119,2016,10492,10036,456,4.3
29121,2016,7626,7262,364,4.8
29123,2016,5487,5185,302,5.5
29125,2016,3916,3719,197,5
29127,2016,14597,13972,625,4.3
29129,2016,1932,1843,89,4.6
29131,2016,11902,11286,616,5.2
29133,2016,6225,5812,413,6.6
29135,2016,7483,7158,325,4.3
29137,2016,4169,3967,202,4.8
29139,2016,5758,5495,263,4.6
29141,2016,7980,7511,469,5.9
29143,2016,8256,7488,768,9.300000000000001
29145,2016,28266,27031,1235,4.4
29147,2016,10869,10361,508,4.7
29149,2016,4121,3874,247,6
29151,2016,7238,6992,246,3.4
29153,2016,3636,3372,264,7.3
29155,2016,7044,6418,626,8.9
29157,2016,10095,9735,360,3.6
29159,2016,20659,19639,1020,4.9
29161,2016,19539,18610,929,4.8
29163,2016,8078,7714,364,4.5
29165,2016,56800,54742,2058,3.6
29167,2016,14245,13551,694,4.9
29169,2016,14501,13713,788,5.4
29171,2016,2458,2346,112,4.6
29173,2016,5636,5409,227,4
29175,2016,10511,9959,552,5.3
29177,2016,11165,10615,550,4.9
29179,2016,2687,2513,174,6.5
29181,2016,5345,4967,378,7.1
29183,2016,221494,213718,7776,3.5
29185,2016,3923,3677,246,6.3
29186,2016,9004,8585,419,4.7
29187,2016,26283,24834,1449,5.5
29189,2016,532537,510089,22448,4.2
29195,2016,10756,10254,502,4.7
29197,2016,1909,1788,121,6.3
29199,2016,2459,2357,102,4.1
29201,2016,20005,18859,1146,5.7
29203,2016,3332,3087,245,7.4
29205,2016,3076,2947,129,4.2
29207,2016,13321,12468,853,6.4
29209,2016,13449,12509,940,7
29211,2016,2776,2616,160,5.8
29213,2016,26370,24422,1948,7.4
29215,2016,9338,8753,585,6.3
29217,2016,9624,9157,467,4.9
29219,2016,17526,16793,733,4.2
29221,2016,10359,9702,657,6.3
29223,2016,5668,5365,303,5.3
29225,2016,16929,16096,833,4.9
29227,2016,1213,1177,36,3
29229,2016,7616,7165,451,5.9
29510,2016,157649,149054,8595,5.5
30001,2016,5077,4909,168,3.3
30003,2016,5540,5139,401,7.2
30005,2016,2372,2264,108,4.6
30007,2016,2553,2428,125,4.9
30009,2016,5426,5212,214,3.9
30011,2016,697,678,19,2.7
30013,2016,37838,36336,1502,4
30015,2016,2516,2422,94,3.7
30017,2016,6246,6026,220,3.5
30019,2016,936,912,24,2.6
30021,2016,4608,4431,177,3.8
30023,2016,5304,5103,201,3.8
30025,2016,1814,1748,66,3.6
30027,2016,5772,5545,227,3.9
30029,2016,46004,43436,2568,5.6
30031,2016,62187,60437,1750,2.8
30033,2016,765,743,22,2.9
30035,2016,5824,5327,497,8.5
30037,2016,379,362,17,4.5
30039,2016,1633,1537,96,5.9
30041,2016,7808,7471,337,4.3
30043,2016,5676,5415,261,4.6
30045,2016,934,902,32,3.4
30047,2016,13094,12474,620,4.7
30049,2016,35230,34067,1163,3.3
30051,2016,990,959,31,3.1
30053,2016,7938,7223,715,9
30055,2016,1044,1024,20,1.9
30057,2016,4418,4251,167,3.8
30059,2016,917,880,37,4
30061,2016,1688,1560,128,7.6
30063,2016,61457,59156,2301,3.7
30065,2016,2297,2179,118,5.1
30067,2016,8417,8057,360,4.3
30069,2016,278,265,13,4.7
30071,2016,1938,1835,103,5.3
30073,2016,2868,2747,121,4.2
30075,2016,1068,1043,25,2.3
30077,2016,2870,2726,144,5
30079,2016,527,509,18,3.4
30081,2016,19593,18653,940,4.8
30083,2016,6219,5911,308,5
30085,2016,4692,4442,250,5.3
30087,2016,4111,3886,225,5.5
30089,2016,4759,4391,368,7.7
30091,2016,1962,1898,64,3.3
30093,2016,17208,16472,736,4.3
30095,2016,4815,4624,191,4
30097,2016,1799,1743,56,3.1
30099,2016,2832,2730,102,3.6
30101,2016,2228,2151,77,3.5
30103,2016,353,338,15,4.2
30105,2016,4408,4259,149,3.4
30107,2016,797,757,40,5
30109,2016,513,493,20,3.9
30111,2016,81264,78343,2921,3.6
31001,2016,16637,16116,521,3.1
31003,2016,3589,3495,94,2.6
31005,2016,227,214,13,5.7
31007,2016,416,402,14,3.4
31009,2016,264,253,11,4.2
31011,2016,3000,2921,79,2.6
31013,2016,5638,5435,203,3.6
31015,2016,1098,1065,33,3
31017,2016,1378,1328,50,3.6
31019,2016,27185,26504,681,2.5
31021,2016,3542,3412,130,3.7
