fips,year,laborfc,employed,unemplvl,unemprate
36033,2017,19747,18554,1193,6
36035,2017,23158,21826,1332,5.8
36037,2017,29531,28123,1408,4.8
36039,2017,20509,19443,1066,5.2
36041,2017,2316,2145,171,7.4
36043,2017,28021,26428,1593,5.7
36045,2017,44993,42071,2922,6.5
36047,2017,1209284,1152039,57245,4.7
36049,2017,11599,10831,768,6.6
36051,2017,30639,29101,1538,5
36053,2017,32385,30604,1781,5.5
36055,2017,361957,344172,17785,4.9
36057,2017,22523,21240,1283,5.7
36059,2017,706396,677660,28736,4.1
36061,2017,916625,878936,37689,4.1
36063,2017,99442,93300,6142,6.2
36065,2017,101766,96696,5070,5
36067,2017,219720,209472,10248,4.7
36069,2017,54838,52384,2454,4.5
36071,2017,180708,172521,8187,4.5
36073,2017,17522,16491,1031,5.9
36075,2017,52710,49308,3402,6.5
36077,2017,28022,26621,1401,5
36079,2017,50861,48730,2131,4.2
36081,2017,1159130,1112183,46947,4.1
36083,2017,80979,77395,3584,4.4
36085,2017,220272,209939,10333,4.7
36087,2017,153519,146878,6641,4.3
36089,2017,43315,40431,2884,6.7
36091,2017,118282,113595,4687,4
36093,2017,75900,72511,3389,4.5
36095,2017,14664,13864,800,5.5
36097,2017,8211,7736,475,5.8
36099,2017,16073,15343,730,4.5
36101,2017,42668,40231,2437,5.7
36103,2017,776679,741944,34735,4.5
36105,2017,34296,32621,1675,4.9
36107,2017,22745,21580,1165,5.1
36109,2017,49912,47752,2160,4.3
36111,2017,88041,84047,3994,4.5
36113,2017,31841,30168,1673,5.3
36115,2017,28128,26823,1305,4.6
36117,2017,43657,41495,2162,5
36119,2017,480739,459137,21602,4.5
36121,2017,17907,16903,1004,5.6
36123,2017,11622,11114,508,4.4
37001,2017,79952,76587,3365,4.2
37003,2017,17977,17329,648,3.6
37005,2017,4363,4144,219,5
37007,2017,10526,9988,538,5.1
37009,2017,12664,12149,515,4.1
37011,2017,7639,7315,324,4.2
37013,2017,19992,18992,1000,5
37015,2017,8080,7607,473,5.9
37017,2017,14422,13589,833,5.8
37019,2017,51337,48457,2880,5.6
37021,2017,136616,131958,4658,3.4
37023,2017,40502,38822,1680,4.1
37025,2017,104706,100409,4297,4.1
37027,2017,36518,34907,1611,4.4
37029,2017,4728,4524,204,4.3
37031,2017,31934,30530,1404,4.4
37033,2017,9769,9312,457,4.7
37035,2017,78657,75428,3229,4.1
37037,2017,34170,32858,1312,3.8
37039,2017,11175,10624,551,4.9
37041,2017,5599,5306,293,5.2
37043,2017,3952,3757,195,4.9
37045,2017,47491,45316,2175,4.6
37047,2017,22289,21083,1206,5.4
37049,2017,41759,39840,1919,4.6
37051,2017,127703,120440,7263,5.7
37053,2017,13582,12997,585,4.3
37055,2017,20112,18936,1176,5.8
37057,2017,79639,76250,3389,4.3
37059,2017,20348,19545,803,3.9
37061,2017,25456,24231,1225,4.8
37063,2017,165274,158652,6622,4
37065,2017,21939,20266,1673,7.6
37067,2017,184810,176817,7993,4.3
37069,2017,30111,28720,1391,4.6
37071,2017,107808,102873,4935,4.6
37073,2017,5280,5049,231,4.4
37075,2017,3129,2917,212,6.8
37077,2017,30027,28893,1134,3.8
37079,2017,9551,9132,419,4.4
37081,2017,260811,248524,12287,4.7
37083,2017,20564,19081,1483,7.2
37085,2017,52576,49918,2658,5.1
37087,2017,28952,27799,1153,4
37089,2017,53508,51491,2017,3.8
37091,2017,9186,8663,523,5.7
37093,2017,19916,18779,1137,5.7
37095,2017,2099,1924,175,8.300000000000001
37097,2017,86508,82869,3639,4.2
37099,2017,19067,18165,902,4.7
37101,2017,94409,90532,3877,4.1
37103,2017,4408,4215,193,4.4
37105,2017,26576,25230,1346,5.1
37107,2017,28015,26780,1235,4.4
37109,2017,41918,40245,1673,4
37111,2017,20976,20134,842,4
37113,2017,15230,14531,699,4.6
37115,2017,9969,9549,420,4.2
37117,2017,9589,9056,533,5.6
37119,2017,600609,575010,25599,4.3
37121,2017,6097,5783,314,5.2
37123,2017,11752,11223,529,4.5
37125,2017,39874,38107,1767,4.4
37127,2017,43662,41059,2603,6
37129,2017,119415,114537,4878,4.1
37131,2017,7743,7265,478,6.2
37133,2017,64554,61201,3353,5.2
37135,2017,76671,73804,2867,3.7
37137,2017,5388,5142,246,4.6
37139,2017,17355,16404,951,5.5
37141,2017,27971,26691,1280,4.6
37143,2017,5138,4851,287,5.6
37145,2017,18027,17194,833,4.6
37147,2017,89301,84997,4304,4.8
37149,2017,8918,8551,367,4.1
37151,2017,66629,63744,2885,4.3
37153,2017,16711,15716,995,6
37155,2017,50181,46945,3236,6.4
37157,2017,40564,38481,2083,5.1
37159,2017,64752,61737,3015,4.7
37161,2017,24589,23112,1477,6
37163,2017,29405,28020,1385,4.7
37165,2017,11500,10626,874,7.6
37167,2017,29771,28556,1215,4.1
37169,2017,21640,20732,908,4.2
37171,2017,33611,32222,1389,4.1
37173,2017,6844,6501,343,5
37175,2017,14217,13610,607,4.3
37177,2017,1495,1381,114,7.6
37179,2017,119127,114401,4726,4
37181,2017,17890,16790,1100,6.1
37183,2017,573417,551245,22172,3.9
37185,2017,6824,6362,462,6.8
37187,2017,4770,4458,312,6.5
37189,2017,28571,27422,1149,4
37191,2017,53403,50743,2660,5
37193,2017,30918,29615,1303,4.2
37195,2017,35958,33386,2572,7.2
37197,2017,17696,17006,690,3.9
37199,2017,7427,7091,336,4.5
38001,2017,1113,1085,28,2.5
38003,2017,5410,5258,152,2.8
38005,2017,2385,2298,87,3.6
38007,2017,439,425,14,3.2
38009,2017,3104,3000,104,3.4
38011,2017,1751,1720,31,1.8
38013,2017,1089,1055,34,3.1
38015,2017,50370,49125,1245,2.5
38017,2017,101672,99495,2177,2.1
38019,2017,2052,1997,55,2.7
38021,2017,2502,2458,44,1.8
38023,2017,1580,1554,26,1.6
38025,2017,3157,3089,68,2.2
38027,2017,1268,1208,60,4.7
38029,2017,1546,1484,62,4
38031,2017,1653,1612,41,2.5
38033,2017,931,912,19,2
38035,2017,38883,38015,868,2.2
38037,2017,1276,1238,38,3
38039,2017,1121,1088,33,2.9
38041,2017,1471,1443,28,1.9
38043,2017,1360,1311,49,3.6
38045,2017,2263,2220,43,1.9
38047,2017,943,919,24,2.5
38049,2017,3285,3143,142,4.3
38051,2017,1222,1190,32,2.6
38053,2017,8136,7931,205,2.5
38055,2017,5000,4840,160,3.2
38057,2017,4434,4254,180,4.1
38059,2017,16594,16076,518,3.1
38061,2017,6991,6846,145,2.1
38063,2017,1485,1439,46,3.1
38065,2017,910,872,38,4.2
38067,2017,3511,3363,148,4.2
38069,2017,1877,1817,60,3.2
38071,2017,5849,5690,159,2.7
38073,2017,2808,2753,55,2
38075,2017,1267,1234,33,2.6
38077,2017,8791,8579,212,2.4
38079,2017,4818,4314,504,10.5
38081,2017,2377,2328,49,2.1
38083,2017,731,698,33,4.5
38085,2017,1290,1241,49,3.8
38087,2017,426,417,9,2.1
38089,2017,17944,17453,491,2.7
38091,2017,1054,1036,18,1.7
38093,2017,10930,10670,260,2.4
38095,2017,1242,1210,32,2.6
38097,2017,4577,4464,113,2.5
38099,2017,5570,5381,189,3.4
38101,2017,32466,31396,1070,3.3
38103,2017,2137,2067,70,3.3
38105,2017,22689,22112,577,2.5
39001,2017,10891,10106,785,7.2
39003,2017,48564,46130,2434,5
39005,2017,26220,24924,1296,4.9
39007,2017,44120,41506,2614,5.9
39009,2017,28319,26596,1723,6.1
39011,2017,24673,23757,916,3.7
39013,2017,30336,28407,1929,6.4
39015,2017,19483,18363,1120,5.7
39017,2017,192286,183718,8568,4.5
39019,2017,13239,12461,778,5.9
39021,2017,19895,19071,824,4.1
39023,2017,63629,60528,3101,4.9
39025,2017,105184,100545,4639,4.4
39027,2017,17412,16454,958,5.5
39029,2017,47647,44797,2850,6
39031,2017,14668,13665,1003,6.8
39033,2017,18804,17719,1085,5.8
39035,2017,617638,583182,34456,5.6
39037,2017,26270,25162,1108,4.2
39039,2017,18385,17489,896,4.9
39041,2017,107047,103221,3826,3.6
39043,2017,38106,35764,2342,6.1
39045,2017,77039,73727,3312,4.3
39047,2017,14372,13761,611,4.3
39049,2017,682117,654273,27844,4.1
39051,2017,22446,21340,1106,4.9
39053,2017,12272,11457,815,6.6
39055,2017,49327,47081,2246,4.6
39057,2017,82408,78882,3526,4.3
39059,2017,18930,17786,1144,6
39061,2017,410169,392106,18063,4.4
39063,2017,41560,40050,1510,3.6
39065,2017,14337,13625,712,5
39067,2017,7127,6700,427,6
39069,2017,13509,12807,702,5.2
39071,2017,17124,16101,1023,6
39073,2017,13064,12352,712,5.5
39075,2017,20778,20039,739,3.6
39077,2017,28129,26320,1809,6.4
39079,2017,12881,11959,922,7.2
39081,2017,27799,25748,2051,7.4
39083,2017,31287,29874,1413,4.5
39085,2017,126504,120301,6203,4.9
39087,2017,24015,22582,1433,6
39089,2017,88767,84997,3770,4.2
39091,2017,23502,22539,963,4.1
39093,2017,154163,145104,9059,5.9
39095,2017,210232,197796,12436,5.9
39097,2017,20583,19779,804,3.9
39099,2017,105080,97823,7257,6.9
39101,2017,28052,26630,1422,5.1
39103,2017,97412,93026,4386,4.5
39105,2017,8960,8227,733,8.199999999999999
39107,2017,23480,22757,723,3.1
39109,2017,53449,51170,2279,4.3
39111,2017,5154,4720,434,8.4
39113,2017,251542,239204,12338,4.9
39115,2017,6692,6238,454,6.8
39117,2017,16724,15893,831,5
39119,2017,39756,37495,2261,5.7
39121,2017,4763,4419,344,7.2
39123,2017,21190,19763,1427,6.7
39125,2017,8879,8485,394,4.4
39127,2017,15881,14917,964,6.1
39129,2017,26266,25038,1228,4.7
39131,2017,10850,10091,759,7
39133,2017,87395,82978,4417,5.1
39135,2017,21169,20221,948,4.5
39137,2017,18868,18196,672,3.6
39139,2017,53171,50259,2912,5.5
39141,2017,34187,32430,1757,5.1
39143,2017,31296,29809,1487,4.8
39145,2017,29580,27483,2097,7.1
39147,2017,27367,26067,1300,4.8
39149,2017,24008,23011,997,4.2
39151,2017,187039,177263,9776,5.2
39153,2017,273123,259223,13900,5.1
39155,2017,89065,82628,6437,7.2
39157,2017,45364,43080,2284,5
39159,2017,28360,27296,1064,3.8
39161,2017,14489,13919,570,3.9
39163,2017,5456,5080,376,6.9
39165,2017,116304,111495,4809,4.1
39167,2017,27280,25569,1711,6.3
39169,2017,61613,59198,2415,3.9
39171,2017,18984,18150,834,4.4
39173,2017,70593,67475,3118,4.4
39175,2017,12637,12168,469,3.7
40001,2017,8239,7833,406,4.9
40003,2017,2960,2882,78,2.6
40005,2017,5195,4922,273,5.3
40007,2017,3039,2961,78,2.6
40009,2017,11310,10876,434,3.8
40011,2017,4626,4498,128,2.8
40013,2017,20412,19633,779,3.8
40015,2017,12391,11849,542,4.4
40017,2017,71166,68680,2486,3.5
40019,2017,22491,21479,1012,4.5
40021,2017,19192,18165,1027,5.4
40023,2017,5730,5381,349,6.1
40025,2017,1419,1386,33,2.3
40027,2017,139944,135066,4878,3.5
40029,2017,2276,2155,121,5.3
40031,2017,48989,46848,2141,4.4
40033,2017,2802,2690,112,4
40035,2017,6101,5837,264,4.3
40037,2017,31539,29977,1562,5
40039,2017,15438,14943,495,3.2
40041,2017,18600,17790,810,4.4
40043,2017,2526,2454,72,2.9
40045,2017,2227,2157,70,3.1
40047,2017,27841,26774,1067,3.8
40049,2017,12649,12126,523,4.1
40051,2017,26099,25051,1048,4
40053,2017,2892,2818,74,2.6
40055,2017,2062,1955,107,5.2
40057,2017,1274,1226,48,3.8
40059,2017,1877,1820,57,3
40061,2017,4372,4086,286,6.5
40063,2017,5413,5114,299,5.5
40065,2017,10858,10451,407,3.7
40067,2017,2498,2361,137,5.5
40069,2017,5046,4847,199,3.9
40071,2017,19240,18208,1032,5.4
40073,2017,8723,8483,240,2.8
40075,2017,3933,3727,206,5.2
40077,2017,3398,3146,252,7.4
40079,2017,19373,18261,1112,5.7
40081,2017,15794,15111,683,4.3
40083,2017,21694,20901,793,3.7
40085,2017,6590,6396,194,2.9
40087,2017,19252,18578,674,3.5
40089,2017,14773,13851,922,6.2
40091,2017,6951,6420,531,7.6
40093,2017,4024,3898,126,3.1
40095,2017,6582,6277,305,4.6
40097,2017,19263,18357,906,4.7
40099,2017,6407,6171,236,3.7
40101,2017,29587,28092,1495,5.1
40103,2017,5765,5577,188,3.3
40105,2017,4620,4372,248,5.4
40107,2017,4466,4199,267,6
40109,2017,378349,363326,15023,4
40111,2017,15957,14960,997,6.2
40113,2017,20786,19720,1066,5.1
40115,2017,14503,13878,625,4.3
40117,2017,7411,7019,392,5.3
40119,2017,38933,37556,1377,3.5
40121,2017,17785,16856,929,5.2
40123,2017,18607,17912,695,3.7
40125,2017,33072,31718,1354,4.1
40127,2017,4738,4447,291,6.1
40129,2017,1885,1824,61,3.2
40131,2017,44666,42713,1953,4.4
40133,2017,9458,8924,534,5.6
40135,2017,16602,15701,901,5.4
40137,2017,18219,17102,1117,6.1
40139,2017,9378,9088,290,3.1
40141,2017,3273,3136,137,4.2
40143,2017,320058,306501,13557,4.2
40145,2017,37101,35489,1612,4.3
40147,2017,23262,22221,1041,4.5
40149,2017,5377,5142,235,4.4
40151,2017,4929,4802,127,2.6
40153,2017,9453,9065,388,4.1
41001,2017,7007,6624,383,5.5
41003,2017,48283,46719,1564,3.2
41005,2017,217437,209351,8086,3.7
41007,2017,19218,18429,789,4.1
41009,2017,24250,23006,1244,5.1
41011,2017,26459,25007,1452,5.5
41013,2017,9418,8821,597,6.3
41015,2017,8966,8422,544,6.1
41017,2017,93241,89287,3954,4.2
41019,2017,46214,43747,2467,5.3
41021,2017,855,819,36,4.2
41023,2017,3133,2916,217,6.9
41025,2017,3410,3196,214,6.3
41027,2017,14345,13831,514,3.6
41029,2017,103238,98355,4883,4.7
41031,2017,9974,9415,559,5.6
41033,2017,35171,33288,1883,5.4
41035,2017,29548,27801,1747,5.9
41037,2017,3509,3309,200,5.7
41039,2017,181468,173411,8057,4.4
41041,2017,21095,20088,1007,4.8
41043,2017,57804,55063,2741,4.7
41045,2017,12544,11963,581,4.6
41047,2017,160106,153168,6938,4.3
41049,2017,5754,5501,253,4.4
41051,2017,453416,436974,16442,3.6
41053,2017,39312,37609,1703,4.3
41055,2017,898,856,42,4.7
41057,2017,11748,11249,499,4.2
41059,2017,36702,34932,1770,4.8
41061,2017,11973,11342,631,5.3
41063,2017,3318,3130,188,5.7
41065,2017,13801,13228,573,4.2
41067,2017,320427,309262,11165,3.5
41069,2017,733,704,29,4
41071,2017,54006,51981,2025,3.7
42001,2017,55407,53389,2018,3.6
42003,2017,646086,615683,30403,4.7
42005,2017,32337,30356,1981,6.1
42007,2017,84454,79801,4653,5.5
42009,2017,23761,22540,1221,5.1
42011,2017,212468,202750,9718,4.6
42013,2017,60139,57259,2880,4.8
42015,2017,29301,27806,1495,5.1
42017,2017,340370,326004,14366,4.2
42019,2017,98657,94181,4476,4.5
42021,2017,59648,56073,3575,6
42023,2017,2194,2045,149,6.8
42025,2017,31490,29750,1740,5.5
42027,2017,79092,76192,2900,3.7
42029,2017,281044,271014,10030,3.6
42031,2017,17723,16731,992,5.6
42033,2017,35859,33750,2109,5.9
42035,2017,18350,17233,1117,6.1
42037,2017,33713,31977,1736,5.1
42039,2017,39437,37286,2151,5.5
42041,2017,130224,125303,4921,3.8
42043,2017,142381,136008,6373,4.5
42045,2017,295041,281811,13230,4.5
42047,2017,16015,15246,769,4.8
42049,2017,130712,123236,7476,5.7
42051,2017,57402,53449,3953,6.9
42053,2017,1833,1712,121,6.6
42055,2017,76606,73214,3392,4.4
42057,2017,7249,6883,366,5
42059,2017,16794,15810,984,5.9
42061,2017,19796,18619,1177,5.9
42063,2017,39238,36966,2272,5.8
42065,2017,20567,19429,1138,5.5
42067,2017,12379,11813,566,4.6
42069,2017,105921,100517,5404,5.1
42071,2017,279028,268376,10652,3.8
42073,2017,40631,38186,2445,6
42075,2017,70748,67844,2904,4.1
42077,2017,189669,180225,9444,5
42079,2017,158530,149262,9268,5.8
42081,2017,57842,54631,3211,5.6
42083,2017,18164,17063,1101,6.1
42085,2017,50685,47936,2749,5.4
42087,2017,20675,19583,1092,5.3
42089,2017,82215,77428,4787,5.8
42091,2017,448234,431055,17179,3.8
42093,2017,9105,8757,348,3.8
42095,2017,158626,150897,7729,4.9
42097,2017,43661,41205,2456,5.6
42099,2017,24294,23260,1034,4.3
42101,2017,704948,661229,43719,6.2
42103,2017,24752,23294,1458,5.9
42105,2017,7267,6797,470,6.5
42107,2017,66264,62420,3844,5.8
42109,2017,20717,19810,907,4.4
42111,2017,33634,31613,2021,6
42113,2017,2689,2530,159,5.9
42115,2017,20597,19628,969,4.7
42117,2017,19113,17981,1132,5.9
42119,2017,19675,18822,853,4.3
42121,2017,22955,21564,1391,6.1
42123,2017,19301,18289,1012,5.2
42125,2017,106359,100831,5528,5.2
42127,2017,22413,21276,1137,5.1
42129,2017,180797,171495,9302,5.1
42131,2017,13846,13119,727,5.3
42133,2017,234928,224744,10184,4.3
44001,2017,25955,24970,985,3.8
44003,2017,90048,86403,3645,4
44005,2017,44424,42713,1711,3.9
44007,2017,323972,308660,15312,4.7
44009,2017,68725,66001,2724,4
45001,2017,9973,9514,459,4.6
45003,2017,74086,71044,3042,4.1
45005,2017,2706,2519,187,6.9
45007,2017,89513,85993,3520,3.9
45009,2017,5145,4760,385,7.5
45011,2017,8019,7535,484,6
45013,2017,74382,71349,3033,4.1
45015,2017,99953,96123,3830,3.8
45017,2017,6745,6393,352,5.2
45019,2017,203901,196750,7151,3.5
45021,2017,23843,22659,1184,5
45023,2017,13320,12505,815,6.1
45025,2017,21511,20579,932,4.3
45027,2017,12392,11652,740,6
45029,2017,16618,15820,798,4.8
45031,2017,29926,28348,1578,5.3
45033,2017,12464,11751,713,5.7
45035,2017,74246,71377,2869,3.9
45037,2017,10592,10108,484,4.6
45039,2017,9933,9201,732,7.4
45041,2017,65462,62493,2969,4.5
45043,2017,24905,23512,1393,5.6
45045,2017,248650,239569,9081,3.7
45047,2017,30761,29369,1392,4.5
45049,2017,8120,7759,361,4.4
45051,2017,143776,136558,7218,5
45053,2017,12032,11587,445,3.7
45055,2017,29275,27958,1317,4.5
45057,2017,39423,37583,1840,4.7
45059,2017,29876,28564,1312,4.4
45061,2017,6403,6020,383,6
45063,2017,148762,143404,5358,3.6
45065,2017,3372,3219,153,4.5
45067,2017,12473,11552,921,7.4
45069,2017,9155,8555,600,6.6
45071,2017,18421,17649,772,4.2
45073,2017,34113,32618,1495,4.4
45075,2017,34657,32170,2487,7.2
45077,2017,56283,53956,2327,4.1
45079,2017,199166,190672,8494,4.3
45081,2017,8883,8534,349,3.9
45083,2017,146695,140787,5908,4
45085,2017,44030,41734,2296,5.2
45087,2017,11533,10909,624,5.4
45089,2017,12159,11385,774,6.4
45091,2017,134117,128751,5366,4
46003,2017,1523,1481,42,2.8
46005,2017,9391,9132,259,2.8
46007,2017,1114,1066,48,4.3
46009,2017,2915,2832,83,2.8
46011,2017,18826,18252,574,3
46013,2017,20948,20340,608,2.9
46015,2017,2481,2408,73,2.9
46017,2017,708,657,51,7.2
46019,2017,5026,4853,173,3.4
46021,2017,833,805,28,3.4
46023,2017,3887,3749,138,3.6
46025,2017,1885,1801,84,4.5
46027,2017,7127,6900,227,3.2
46029,2017,15223,14729,494,3.2
46031,2017,1423,1365,58,4.1
46033,2017,4036,3868,168,4.2
46035,2017,11033,10722,311,2.8
46037,2017,2827,2716,111,3.9
46039,2017,2197,2093,104,4.7
46041,2017,2248,2027,221,9.800000000000001
46043,2017,1596,1550,46,2.9
46045,2017,2115,2057,58,2.7
46047,2017,2981,2864,117,3.9
46049,2017,1101,1068,33,3
46051,2017,4455,4303,152,3.4
46053,2017,2054,1984,70,3.4
46055,2017,1103,1073,30,2.7
46057,2017,3151,3040,111,3.5
46059,2017,1824,1781,43,2.4
46061,2017,1772,1702,70,4
46063,2017,727,706,21,2.9
46065,2017,10021,9753,268,2.7
46067,2017,3611,3504,107,3
46069,2017,685,664,21,3.1
46071,2017,1324,1251,73,5.5
46073,2017,1140,1113,27,2.4
46075,2017,561,545,16,2.9
46077,2017,2678,2596,82,3.1
46079,2017,6505,6262,243,3.7
46081,2017,13052,12636,416,3.2
46083,2017,32965,32172,793,2.4
46085,2017,1747,1662,85,4.9
46087,2017,3060,2977,83,2.7
46089,2017,1050,1015,35,3.3
46091,2017,2400,2295,105,4.4
46093,2017,13965,13501,464,3.3
46095,2017,764,728,36,4.7
46097,2017,1195,1161,34,2.8
46099,2017,109321,106305,3016,2.8
46101,2017,3984,3841,143,3.6
46102,2017,3624,3216,408,11.3
46103,2017,55732,53902,1830,3.3
46105,2017,1592,1548,44,2.8
46107,2017,1123,1086,37,3.3
46109,2017,4822,4597,225,4.7
46111,2017,1176,1135,41,3.5
46115,2017,3232,3125,107,3.3
46117,2017,1866,1806,60,3.2
46119,2017,835,809,26,3.1
46121,2017,3138,2935,203,6.5
46123,2017,3038,2954,84,2.8
46125,2017,4674,4527,147,3.1
46127,2017,8045,7761,284,3.5
46129,2017,2237,2127,110,4.9
46135,2017,11611,11282,329,2.8
46137,2017,939,890,49,5.2
47001,2017,33790,32451,1339,4
47003,2017,20479,19665,814,4
47005,2017,6703,6338,365,5.4
47007,2017,4286,4032,254,5.9
47009,2017,61461,59282,2179,3.5
47011,2017,50727,48868,1859,3.7
47013,2017,14581,13817,764,5.2
47015,2017,6183,5962,221,3.6
47017,2017,11904,11287,617,5.2
47019,2017,23814,22723,1091,4.6
47021,2017,20791,20149,642,3.1
47023,2017,8312,7979,333,4
47025,2017,12675,12072,603,4.8
47027,2017,3025,2869,156,5.2
47029,2017,14564,13795,769,5.3
47031,2017,24881,23963,918,3.7
47033,2017,6941,6651,290,4.2
47035,2017,23327,22235,1092,4.7
47037,2017,383649,372829,10820,2.8
47039,2017,4658,4414,244,5.2
47041,2017,7643,7273,370,4.8
47043,2017,25459,24599,860,3.4
47045,2017,16048,15264,784,4.9
47047,2017,18538,17790,748,4
47049,2017,7070,6747,323,4.6
47051,2017,19785,19030,755,3.8
47053,2017,21219,20240,979,4.6
47055,2017,15499,14966,533,3.4
47057,2017,9295,8897,398,4.3
47059,2017,30267,28873,1394,4.6
47061,2017,4816,4573,243,5
47063,2017,27222,26111,1111,4.1
47065,2017,176088,169603,6485,3.7
47067,2017,2039,1920,119,5.8
47069,2017,9189,8707,482,5.2
47071,2017,10368,9874,494,4.8
47073,2017,23603,22588,1015,4.3
47075,2017,7776,7367,409,5.3
47077,2017,11858,11243,615,5.2
47079,2017,13937,13299,638,4.6
47081,2017,10809,10434,375,3.5
47083,2017,3193,3005,188,5.9
47085,2017,8767,8384,383,4.4
47087,2017,4584,4337,247,5.4
47089,2017,23835,22863,972,4.1
47091,2017,7573,7274,299,3.9
47093,2017,236767,229187,7580,3.2
47095,2017,1835,1732,103,5.6
47097,2017,9376,8830,546,5.8
47099,2017,17737,16951,786,4.4
47101,2017,4932,4705,227,4.6
47103,2017,16243,15708,535,3.3
47105,2017,22580,21741,839,3.7
47107,2017,22606,21608,998,4.4
47109,2017,8519,8035,484,5.7
47111,2017,10680,10310,370,3.5
47113,2017,47954,46050,1904,4
47115,2017,12009,11420,589,4.9
47117,2017,15051,14520,531,3.5
47119,2017,45890,44388,1502,3.3
47121,2017,4985,4722,263,5.3
47123,2017,19596,18802,794,4.1
47125,2017,81765,78386,3379,4.1
47127,2017,3471,3361,110,3.2
47129,2017,7780,7397,383,4.9
47131,2017,12185,11510,675,5.5
47133,2017,9500,9104,396,4.2
47135,2017,3229,3072,157,4.9
47137,2017,2442,2333,109,4.5
47139,2017,7372,7033,339,4.6
47141,2017,33897,32595,1302,3.8
47143,2017,13198,12335,863,6.5
47145,2017,22869,21852,1017,4.4
47147,2017,35874,34637,1237,3.4
47149,2017,171109,166081,5028,2.9
47151,2017,8146,7728,418,5.1
47153,2017,5947,5644,303,5.1
47155,2017,52007,49906,2101,4
47157,2017,436135,417021,19114,4.4
47159,2017,8892,8570,322,3.6
47161,2017,5171,4891,280,5.4
47163,2017,69799,66959,2840,4.1
47165,2017,95538,92656,2882,3
47167,2017,27526,26297,1229,4.5
47169,2017,4736,4571,165,3.5
47171,2017,7033,6652,381,5.4
47173,2017,7359,7033,326,4.4
47175,2017,2083,1994,89,4.3
47177,2017,17111,16429,682,4
47179,2017,59352,57093,2259,3.8
47181,2017,6108,5784,324,5.3
47183,2017,15725,14954,771,4.9
47185,2017,11872,11395,477,4
47187,2017,119252,116005,3247,2.7
47189,2017,70776,68655,2121,3
48001,2017,23259,22413,846,3.6
48003,2017,9002,8724,278,3.1
48005,2017,36648,34786,1862,5.1
48007,2017,10332,9628,704,6.8
48009,2017,4142,4003,139,3.4
48011,2017,918,894,24,2.6
48013,2017,20943,20052,891,4.3
48015,2017,13805,13197,608,4.4
48017,2017,2661,2547,114,4.3
48019,2017,9741,9389,352,3.6
48021,2017,40197,38756,1441,3.6
48023,2017,1589,1535,54,3.4
48025,2017,9970,9325,645,6.5
48027,2017,142118,136070,6048,4.3
48029,2017,924257,891563,32694,3.5
48031,2017,6228,6057,171,2.7
48033,2017,322,311,11,3.4
48035,2017,8197,7870,327,4
48037,2017,39276,37479,1797,4.6
48039,2017,173279,164089,9190,5.3
48041,2017,113040,109558,3482,3.1
48043,2017,3968,3829,139,3.5
48045,2017,554,530,24,4.3
48047,2017,2433,2232,201,8.300000000000001
48049,2017,16091,15468,623,3.9
48051,2017,7992,7657,335,4.2
48053,2017,22274,21567,707,3.2
48055,2017,18510,17785,725,3.9
48057,2017,10497,9891,606,5.8
48059,2017,5912,5697,215,3.6
48061,2017,166244,154709,11535,6.9
48063,2017,5027,4743,284,5.6
48065,2017,3030,2932,98,3.2
48067,2017,12192,11467,725,5.9
48069,2017,3394,3282,112,3.3
48071,2017,18922,17693,1229,6.5
48073,2017,20779,19837,942,4.5
48075,2017,2910,2824,86,3
48077,2017,4903,4731,172,3.5
48079,2017,1133,1081,52,4.6
48081,2017,1400,1348,52,3.7
48083,2017,3068,2931,137,4.5
48085,2017,532152,513771,18381,3.5
48087,2017,1166,1125,41,3.5
48089,2017,9748,9359,389,4
48091,2017,68795,66483,2312,3.4
48093,2017,5304,5109,195,3.7
48095,2017,1213,1162,51,4.2
48097,2017,18854,18175,679,3.6
48099,2017,24400,23332,1068,4.4
48101,2017,520,498,22,4.2
48103,2017,1594,1510,84,5.3
48105,2017,1679,1611,68,4.1
48107,2017,2547,2440,107,4.2
48109,2017,923,889,34,3.7
48111,2017,4060,3973,87,2.1
48113,2017,1326972,1274970,52002,3.9
48115,2017,4631,4407,224,4.8
48117,2017,8349,8095,254,3
48119,2017,2548,2462,86,3.4
48121,2017,471180,455462,15718,3.3
48123,2017,9582,9163,419,4.4
48125,2017,680,647,33,4.9
48127,2017,6489,6161,328,5.1
48129,2017,1503,1449,54,3.6
48131,2017,4801,4433,368,7.7
48133,2017,7941,7602,339,4.3
48135,2017,78564,75345,3219,4.1
48137,2017,906,877,29,3.2
48139,2017,87802,84756,3046,3.5
48141,2017,354160,337807,16353,4.6
48143,2017,20687,19981,706,3.4
48145,2017,6648,6367,281,4.2
48147,2017,15952,15420,532,3.3
48149,2017,12577,12176,401,3.2
48151,2017,1704,1643,61,3.6
48153,2017,2701,2554,147,5.4
48155,2017,595,574,21,3.5
48157,2017,375627,358184,17443,4.6
48159,2017,4544,4333,211,4.6
48161,2017,6755,6325,430,6.4
48163,2017,9364,8996,368,3.9
48165,2017,9248,8968,280,3
48167,2017,161977,153462,8515,5.3
48169,2017,2121,2051,70,3.3
48171,2017,13136,12795,341,2.6
48173,2017,709,690,19,2.7
48175,2017,3276,3115,161,4.9
48177,2017,9372,9046,326,3.5
